Ruolo;Nome;Squadra;Anno;Media voto;Media FantaVoto;Quota iniziale;FantaVoto/Quota iniziale;Voto/Quota iniziale;Gol fatti;Gol subiti;Rigori parati;Rigori calciati;Rigori segnati;Rigori sbagliati;Assist;Ammonizioni;Espulsioni;Autogol;Partite a voto;Quota attuale;Differenza tra quote;Id
D;Zappacosta;Atalanta;01/01/2022;6.08;6.24;15;0.416;0.405333333;1;0;0;0;0;0;5;6;0;0;31;13;2;554
D;Criscito;Genoa;01/01/2022;5.98;6.68;8;0.835;0.7475;6;0;0;7;6;1;1;4;0;0;20;13;-5;2759
D;De Silvestri;Bologna;01/01/2022;5.94;6.18;7;0.882857143;0.848571429;3;0;0;0;0;0;2;7;0;0;31;12;-5;487
D;Acerbi;Lazio;01/01/2022;5.95;6.31;12;0.525833333;0.495833333;4;0;0;0;0;0;0;1;1;0;29;12;0;513
D;Bastoni;Inter;01/01/2022;6.21;6.31;11;0.573636364;0.564545455;1;0;0;0;0;0;2;4;0;0;31;12;-1;2120
D;Gosens;Inter;01/01/2022;6.14;6.36;25;0.2544;0.2456;1;0;0;0;0;0;1;3;0;0;11;12;13;2160
D;Tomori;Milan;01/01/2022;6.29;6.23;12;0.519166667;0.524166667;0;0;0;0;0;0;0;4;0;0;31;12;0;4751
D;Mari';Udinese;01/01/2022;6.27;6.57;7;0.938571429;0.895714286;2;0;0;0;0;0;0;1;1;0;15;12;-5;4904
D;Bastoni S.;Spezia;01/01/2022;6.12;6.41;7;0.915714286;0.874285714;3;0;0;0;0;0;3;5;1;0;29;12;-5;5332
D;Mario Rui;Napoli;01/01/2022;6.03;6.07;5;1.214;1.206;0;0;0;0;0;0;5;7;0;0;34;11;-6;142
D;Biraghi;Fiorentina;01/01/2022;5.96;6.11;9;0.678888889;0.662222222;4;0;0;2;1;1;1;3;1;1;37;11;-2;252
D;Dimarco;Inter;01/01/2022;6.12;6.34;8;0.7925;0.765;2;0;0;1;0;1;3;1;0;0;25;11;-3;254
D;Palomino;Atalanta;01/01/2022;6.14;6.09;8;0.76125;0.7675;1;0;0;0;0;0;0;9;0;0;33;11;-3;2181
D;Lazzari;Lazio;01/01/2022;5.91;6.3;10;0.63;0.591;3;0;0;0;0;0;3;3;0;0;27;11;-1;2263
D;Darmian;Inter;01/01/2022;6.13;6.35;9;0.705555556;0.681111111;2;0;0;0;0;0;1;4;0;0;23;11;-2;2525
D;Karsdorp;Roma;01/01/2022;6.07;6;12;0.5;0.505833333;0;0;0;0;0;0;2;7;1;0;35;10;2;2180
D;Rodrigo Becao;Udinese;01/01/2022;6.04;6.1;5;1.22;1.208;2;0;0;0;0;0;1;10;0;0;35;10;-5;4412
D;Vojvoda;Torino;01/01/2022;6.02;6.07;6;1.011666667;1.003333333;0;0;0;0;0;0;3;3;0;0;29;10;-4;4994
D;Hickey;Bologna;01/01/2022;5.83;6.18;3;2.06;1.943333333;5;0;0;0;0;0;1;7;0;0;36;10;-7;5300
D;Theate;Bologna;01/01/2022;5.92;6.05;7;0.864285714;0.845714286;2;0;0;0;0;0;1;6;0;0;30;10;-3;5675
D;Radovanovic;Salernitana;01/01/2022;5.88;5.96;4;1.49;1.47;1;0;0;0;0;0;0;4;0;0;13;9;-5;118
D;De Sciglio;Juventus;01/01/2022;6.06;6.25;4;1.5625;1.515;1;0;0;0;0;0;2;2;1;0;16;9;-5;358
D;Florenzi;Milan;01/01/2022;6.12;6.4;9;0.711111111;0.68;2;0;0;0;0;0;0;2;0;0;20;9;0;464
D;Danilo;Juventus;01/01/2022;6.14;6.24;14;0.445714286;0.438571429;1;0;0;0;0;0;2;6;0;0;21;9;5;4237
D;Ibanez;Roma;01/01/2022;5.84;6;7;0.857142857;0.834285714;3;0;0;0;0;0;0;9;0;0;32;9;-2;4331
D;Erlic;Spezia;01/01/2022;5.95;6.07;7;0.867142857;0.85;2;0;0;0;0;0;0;5;0;0;30;9;-2;4982
D;Scalvini;Atalanta;01/01/2022;5.96;6.14;1;6.14;5.96;1;0;0;0;0;0;0;1;0;0;14;9;-8;5526
D;Ansaldi;Torino;01/01/2022;6.13;6.27;11;0.57;0.557272727;0;0;0;0;0;0;3;2;0;0;15;8;3;706
D;Nuytinck;Udinese;01/01/2022;6;6.12;10;0.612;0.6;1;0;0;0;0;0;1;2;0;0;26;8;2;2280
D;Demiral;Atalanta;01/01/2022;6.08;6.12;5;1.224;1.216;1;0;0;0;0;0;2;8;0;0;25;8;-3;4332
D;Augello;Sampdoria;01/01/2022;5.81;5.93;9;0.658888889;0.645555556;1;0;0;0;0;0;1;0;0;0;34;8;1;4421
D;Ceccaroni;Venezia;01/01/2022;5.8;5.87;5;1.174;1.16;2;0;0;0;0;0;1;7;1;0;35;8;-3;5479
D;Vasquez;Genoa;01/01/2022;5.89;5.88;7;0.84;0.841428571;1;0;0;0;0;0;0;7;0;0;28;8;-1;5514
D;Cambiaso;Genoa;01/01/2022;5.94;6.12;1;6.12;5.94;1;0;0;0;0;0;4;3;1;0;25;8;-7;5520
D;Chiellini;Juventus;01/01/2022;6.18;6.13;10;0.613;0.618;0;0;0;0;0;0;0;2;0;0;19;7;3;288
D;De Vrij;Inter;01/01/2022;5.8;5.68;14;0.405714286;0.414285714;0;0;0;0;0;0;0;3;0;1;28;7;7;322
D;Caldara;Venezia;01/01/2022;5.87;5.82;3;1.94;1.956666667;1;0;0;0;0;0;0;9;0;0;30;7;-4;1847
D;Ceccherini;Verona;01/01/2022;5.88;5.79;4;1.4475;1.47;1;0;0;0;0;0;0;10;1;0;34;7;-3;1891
D;Fazio;Salernitana;01/01/2022;5.69;5.78;4;1.445;1.4225;1;0;0;0;0;0;0;1;1;0;16;7;-3;2016
D;Milenkovic;Fiorentina;01/01/2022;5.87;5.81;10;0.581;0.587;1;0;0;0;0;0;0;8;1;0;34;7;3;2164
D;Rodriguez R.;Torino;01/01/2022;5.86;5.84;5;1.168;1.172;0;0;0;0;0;0;1;3;0;0;32;7;-2;2169
D;Mancini;Roma;01/01/2022;5.88;5.64;14;0.402857143;0.42;0;0;0;0;0;0;0;14;1;0;33;7;7;2296
D;Colley;Sampdoria;01/01/2022;5.97;5.85;9;0.65;0.663333333;0;0;0;0;0;0;0;5;1;0;31;7;2;2784
D;Kyriakopoulos;Sassuolo;01/01/2022;5.88;5.92;6;0.986666667;0.98;0;0;0;0;0;0;5;6;1;0;25;7;-1;4530
D;Bellanova;Cagliari;01/01/2022;5.82;5.9;2;2.95;2.91;1;0;0;0;0;0;1;3;0;0;31;7;-5;4887
D;Lovato;Cagliari;01/01/2022;5.98;5.86;4;1.465;1.495;0;0;0;0;0;0;0;5;0;0;21;7;-3;4934
D;Altare;Cagliari;01/01/2022;5.97;6;2;3;2.985;1;0;0;0;0;0;0;5;0;0;19;7;-5;5447
D;Parisi;Empoli;01/01/2022;5.91;5.85;4;1.4625;1.4775;0;0;0;0;0;0;1;5;0;0;23;7;-3;5449
D;Mazzocchi;Salernitana;01/01/2022;5.84;5.83;4;1.4575;1.46;0;0;0;0;0;0;2;5;0;0;32;7;-3;5481
D;Haps;Venezia;01/01/2022;5.84;5.88;3;1.96;1.946666667;1;0;0;0;0;0;1;6;0;0;25;7;-4;5695
D;Ferrari A.;Sampdoria;01/01/2022;5.7;5.75;3;1.916666667;1.9;1;0;0;0;0;0;0;4;0;0;22;6;-3;45
D;Romagnoli S.;Empoli;01/01/2022;5.89;6.03;5;1.206;1.178;2;0;0;0;0;0;0;3;0;1;18;6;-1;76
D;Toloi;Atalanta;01/01/2022;6;6.05;9;0.672222222;0.666666667;1;0;0;0;0;0;1;6;0;0;19;6;3;695
D;Djimsiti;Atalanta;01/01/2022;5.86;5.84;10;0.584;0.586;1;0;0;0;0;0;1;6;0;1;29;6;4;787
D;Spinazzola;Roma;01/01/2022;6.25;6;13;0.461538462;0.480769231;0;0;0;0;0;0;0;1;0;0;2;6;7;1852
D;Ceppitelli;Cagliari;01/01/2022;5.88;5.98;6;0.996666667;0.98;1;0;0;0;0;0;0;3;0;0;21;6;0;1866
D;Ferrari G.;Sassuolo;01/01/2022;5.75;5.75;10;0.575;0.575;1;0;0;0;0;0;0;4;1;0;36;6;4;1895
D;Hateboer;Atalanta;01/01/2022;5.79;5.74;13;0.441538462;0.445384615;0;0;0;0;0;0;0;2;0;0;21;6;7;2130
D;Depaoli;Verona;01/01/2022;5.83;5.94;3;1.98;1.943333333;1;0;0;0;0;0;1;4;0;0;18;6;-3;2141
D;Odriozola;Fiorentina;01/01/2022;5.86;5.94;7;0.848571429;0.837142857;1;0;0;0;0;0;2;4;1;0;25;6;1;2614
D;Kjaer;Milan;01/01/2022;6.2;5.9;12;0.491666667;0.516666667;0;0;0;0;0;0;0;2;0;1;10;6;6;2633
D;Igor;Fiorentina;01/01/2022;5.8;5.75;4;1.4375;1.45;0;0;0;0;0;0;0;3;0;0;28;6;-2;4407
D;Zortea;Salernitana;01/01/2022;5.78;5.96;4;1.49;1.445;1;0;0;0;0;0;2;3;0;0;23;6;-2;4433
D;Ferrer;Spezia;01/01/2022;5.87;5.93;2;2.965;2.935;0;0;0;0;0;0;3;3;0;0;23;6;-4;4983
D;Stojanovic;Empoli;01/01/2022;5.83;5.79;5;1.158;1.166;1;0;0;0;0;0;1;9;1;0;33;6;-1;5450
D;Casale;Verona;01/01/2022;5.85;5.75;3;1.916666667;1.95;0;0;0;0;0;0;1;10;0;0;34;6;-3;5498
D;Soppy;Udinese;01/01/2022;5.92;5.82;2;2.91;2.96;0;0;0;0;0;0;0;4;0;0;19;6;-4;5686
D;Hefti;Genoa;01/01/2022;5.81;5.78;4;1.445;1.4525;0;0;0;0;0;0;0;1;0;0;16;6;-2;5748
D;Conti;Sampdoria;01/01/2022;6;6.62;2;3.31;3;1;0;0;0;0;0;0;1;0;0;4;5;-3;11
D;Juan Jesus;Napoli;01/01/2022;6.03;6.07;3;2.023333333;2.01;1;0;0;0;0;0;0;1;0;1;15;5;-2;256
D;Patric;Lazio;01/01/2022;5.76;5.71;3;1.903333333;1.92;1;0;0;0;0;0;1;4;1;1;21;5;-2;327
D;Marusic;Lazio;01/01/2022;5.65;5.65;6;0.941666667;0.941666667;1;0;0;0;0;0;0;4;1;0;33;5;1;2188
D;Bani;Genoa;01/01/2022;6;5.97;4;1.4925;1.5;0;0;0;0;0;0;0;1;0;0;17;5;-1;2285
D;Lykogiannis;Cagliari;01/01/2022;5.7;5.78;8;0.7225;0.7125;1;0;0;0;0;0;0;2;0;0;25;5;3;2653
D;Pellegrini Lu.;Juventus;01/01/2022;6.09;5.97;4;1.4925;1.5225;0;0;0;0;0;0;1;6;0;0;17;5;-1;2728
D;Reca;Spezia;01/01/2022;5.69;5.71;5;1.142;1.138;0;0;0;0;0;0;2;3;0;0;24;5;0;2739
D;Dijks;Bologna;01/01/2022;5.95;6.05;6;1.008333333;0.991666667;0;0;0;0;0;0;2;2;0;0;11;5;1;2746
D;Aina;Torino;01/01/2022;5.92;5.82;5;1.164;1.184;0;0;0;0;0;0;0;4;0;0;20;5;0;2865
D;Maitland-Niles;Roma;01/01/2022;5.88;5.88;6;0.98;0.98;0;0;0;0;0;0;0;0;0;0;8;5;1;4185
D;Muldur;Sassuolo;01/01/2022;5.72;5.62;7;0.802857143;0.817142857;0;0;0;0;0;0;0;5;0;0;25;5;2;4521
D;Ampadu;Venezia;01/01/2022;5.83;5.69;7;0.812857143;0.832857143;0;0;0;0;0;0;3;10;2;0;29;5;2;4719
D;Yoshida;Sampdoria;01/01/2022;5.67;5.92;9;0.657777778;0.63;2;0;0;0;0;0;3;2;0;1;24;5;4;4895
D;Ayhan;Sassuolo;01/01/2022;5.81;5.86;3;1.953333333;1.936666667;1;0;0;0;0;0;0;2;1;0;18;5;-2;4979
D;Maehle;Atalanta;01/01/2022;5.83;5.96;9;0.662222222;0.647777778;1;0;0;0;0;0;1;2;0;0;23;5;4;5375
D;Amian;Spezia;01/01/2022;5.72;5.67;6;0.945;0.953333333;1;0;0;0;0;0;1;7;2;0;32;5;1;5475
D;Kiwior;Spezia;01/01/2022;5.77;5.64;1;5.64;5.77;0;0;0;0;0;0;0;6;0;0;22;5;-4;5693
D;Ostigard;Genoa;01/01/2022;5.63;5.43;4;1.3575;1.4075;0;0;0;0;0;0;0;2;2;0;15;5;-1;5750
D;Rugani;Juventus;01/01/2022;5.96;5.88;5;1.176;1.192;0;0;0;0;0;0;0;2;0;0;12;4;1;294
D;Luperto;Empoli;01/01/2022;5.75;5.61;2;2.805;2.875;0;0;0;0;0;0;1;6;1;0;22;4;-2;393
D;Romagnoli;Milan;01/01/2022;6;6;7;0.857142857;0.857142857;1;0;0;0;0;0;0;4;1;0;17;4;3;460
D;Fares;Torino;01/01/2022;5.83;6.5;4;1.625;1.4575;2;0;0;0;0;0;1;2;0;0;9;4;0;633
D;Chiriches;Sassuolo;01/01/2022;5.69;5.61;6;0.935;0.948333333;0;0;0;0;0;0;0;4;0;0;27;4;2;640
D;Gyomber;Salernitana;01/01/2022;5.72;5.57;4;1.3925;1.43;0;0;0;0;0;0;0;9;0;0;30;4;0;660
D;Alex Sandro;Juventus;01/01/2022;5.76;5.67;11;0.515454545;0.523636364;0;0;0;0;0;0;1;3;0;1;27;4;7;662
D;Pezzella Giu.;Atalanta;01/01/2022;5.97;6;7;0.857142857;0.852857143;0;0;0;0;0;0;2;3;0;0;16;4;3;770
D;Bereszynski;Sampdoria;01/01/2022;5.69;5.6;7;0.8;0.812857143;0;0;0;0;0;0;3;12;0;0;35;4;3;2104
D;Venuti;Fiorentina;01/01/2022;5.79;5.6;3;1.866666667;1.93;0;0;0;0;0;0;0;4;0;1;21;4;-1;2174
D;Dalbert;Cagliari;01/01/2022;5.7;5.61;5;1.122;1.14;0;0;0;0;0;0;2;9;0;0;28;4;1;2289
D;Rogerio;Sassuolo;01/01/2022;5.82;5.77;6;0.961666667;0.97;0;0;0;0;0;0;1;5;0;0;22;4;2;2318
D;Luiz Felipe;Lazio;01/01/2022;5.86;5.66;7;0.808571429;0.837142857;0;0;0;0;0;0;0;10;1;0;29;4;3;2335
D;Buongiorno;Torino;01/01/2022;5.86;5.81;6;0.968333333;0.976666667;0;0;0;0;0;0;1;5;0;0;18;4;2;2724
D;Gunter;Verona;01/01/2022;5.8;5.57;6;0.928333333;0.966666667;0;0;0;0;0;0;0;10;0;1;30;4;2;2758
D;Djidji;Torino;01/01/2022;5.88;5.75;2;2.875;2.94;0;0;0;0;0;0;0;4;1;0;24;4;-2;2869
D;Nikolaou;Spezia;01/01/2022;5.64;5.49;5;1.098;1.128;0;0;0;0;0;0;0;7;0;1;36;4;1;4329
D;Ranieri L.;Salernitana;01/01/2022;5.7;5.65;3;1.883333333;1.9;1;0;0;0;0;0;0;9;0;0;27;4;-1;4378
D;Toljan;Sassuolo;01/01/2022;5.84;5.84;5;1.168;1.168;0;0;0;0;0;0;1;2;0;0;19;4;1;4426
D;Tuanzebe;Napoli;01/01/2022;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4775
D;Sutalo;Verona;01/01/2022;5.78;5.78;2;2.89;2.89;0;0;0;0;0;0;0;0;0;0;18;4;-2;4888
D;Soumaoro;Bologna;01/01/2022;5.83;5.57;7;0.795714286;0.832857143;0;0;0;0;0;0;0;6;2;1;27;4;3;4891
D;Carboni;Cagliari;01/01/2022;5.64;5.46;5;1.092;1.128;0;0;0;0;0;0;0;6;0;1;28;4;1;4925
D;Ruggeri;Salernitana;01/01/2022;5.85;5.81;1;5.81;5.85;0;0;0;0;0;0;0;1;0;0;13;4;-3;5354
D;Vina;Roma;01/01/2022;5.74;5.74;9;0.637777778;0.637777778;0;0;0;0;0;0;1;2;0;0;23;4;5;5509
D;Perez N.;Udinese;01/01/2022;5.75;5.65;7;0.807142857;0.821428571;0;0;0;0;0;0;1;6;0;0;20;4;3;5677
D;Zima;Torino;01/01/2022;5.89;5.81;3;1.936666667;1.963333333;0;0;0;0;0;0;0;3;0;0;18;4;-1;5691
D;Viti;Empoli;01/01/2022;5.82;5.63;1;5.63;5.82;0;0;0;0;0;0;0;1;1;1;19;4;-3;5718
D;Hysaj;Lazio;01/01/2022;5.63;5.69;6;0.948333333;0.938333333;1;0;0;0;0;0;0;3;0;0;27;3;3;140
D;Izzo;Torino;01/01/2022;5.83;5.61;8;0.70125;0.72875;0;0;0;0;0;0;0;4;0;0;9;3;5;226
D;Maksimovic;Genoa;01/01/2022;5.75;5.68;7;0.811428571;0.821428571;0;0;0;0;0;0;0;2;0;0;14;3;4;550
D;Sala;Spezia;01/01/2022;5.83;5.93;2;2.965;2.915;1;0;0;0;0;0;0;3;0;0;15;3;-1;630
D;Murru;Sampdoria;01/01/2022;5.53;5.58;3;1.86;1.843333333;1;0;0;0;0;0;0;5;0;0;19;3;0;1868
D;Bonifazi;Bologna;01/01/2022;5.65;5.41;7;0.772857143;0.807142857;0;0;0;0;0;0;0;2;1;1;17;3;4;2192
D;Hristov;Spezia;01/01/2022;5.5;5.66;1;5.66;5.5;1;0;0;0;0;0;1;3;0;0;16;3;-2;2312
D;Zappa;Cagliari;01/01/2022;5.74;5.64;7;0.805714286;0.82;0;0;0;0;0;0;0;2;1;0;21;3;4;4461
D;Kumbulla;Roma;01/01/2022;5.77;5.58;6;0.93;0.961666667;0;0;0;0;0;0;0;6;0;0;13;3;3;4495
D;Martinez Quarta;Fiorentina;01/01/2022;5.81;5.75;5;1.15;1.162;1;0;0;0;0;0;0;8;0;0;18;3;2;5323
D;Dragusin;Salernitana;01/01/2022;5.72;5.67;1;5.67;5.72;0;0;0;0;0;0;0;2;0;0;18;3;-2;5365
D;Ebuehi;Venezia;01/01/2022;5.59;5.5;4;1.375;1.3975;0;0;0;0;0;0;0;1;1;0;17;3;1;5480
D;Svoboda;Venezia;01/01/2022;5.53;5.42;1;5.42;5.53;0;0;0;0;0;0;0;2;1;0;18;3;-2;5484
D;Zanoli;Napoli;01/01/2022;5.92;5.75;1;5.75;5.92;0;0;0;0;0;0;0;2;0;0;6;3;-2;5527
D;Cacace;Empoli;01/01/2022;5.81;5.75;2;2.875;2.905;0;0;0;0;0;0;0;1;0;0;8;3;-1;5804
D;Masiello;Genoa;01/01/2022;5.64;5.43;4;1.3575;1.41;0;0;0;0;0;0;0;3;0;0;7;2;2;15
D;Gagliolo;Salernitana;01/01/2022;5.61;5.61;5;1.122;1.122;0;0;0;0;0;0;1;2;0;0;14;2;3;73
D;Tonelli;Empoli;01/01/2022;5.5;5.19;5;1.038;1.1;0;0;0;0;0;0;0;4;0;1;13;2;3;144
D;Ranocchia;Inter;01/01/2022;5.92;5.83;2;2.915;2.96;0;0;0;0;0;0;0;1;0;0;6;2;0;261
D;Radu;Lazio;01/01/2022;5.56;5.44;5;1.088;1.112;0;0;0;0;0;0;0;2;0;0;8;2;3;329
D;Ghoulam;Napoli;01/01/2022;6;5.9;2;2.95;3;0;0;0;0;0;0;0;1;0;0;5;2;0;390
D;Goldaniga;Cagliari;01/01/2022;5.64;5.5;5;1.1;1.128;0;0;0;0;0;0;0;3;0;0;11;2;3;418
D;Fiamozzi;Empoli;01/01/2022;5.62;5.69;3;1.896666667;1.873333333;0;0;0;0;0;0;1;1;0;0;8;2;1;805
D;Vanheusden;Genoa;01/01/2022;5.57;5.32;6;0.886666667;0.928333333;0;0;0;0;0;0;0;3;0;1;14;2;4;2328
D;Nastasic;Fiorentina;01/01/2022;5.5;5.38;7;0.768571429;0.785714286;0;0;0;0;0;0;0;1;0;0;4;2;5;2453
D;Retsos;Verona;01/01/2022;5.5;5.5;4;1.375;1.375;0;0;0;0;0;0;0;0;0;0;1;2;2;2668
D;Magnani;Sampdoria;01/01/2022;5.79;5.61;5;1.122;1.158;0;0;0;0;0;0;0;3;1;0;14;2;3;2769
D;Zeegelaar;Udinese;01/01/2022;5.58;5.5;7;0.785714286;0.797142857;0;0;0;0;0;0;0;2;0;0;12;2;5;4323
D;Mateju;Venezia;01/01/2022;5.44;5.39;3;1.796666667;1.813333333;0;0;0;0;0;0;1;3;0;0;9;2;1;4373
D;Walukiewicz;Cagliari;01/01/2022;5.67;5.58;6;0.93;0.945;0;0;0;0;0;0;0;1;0;0;6;2;4;4374
D;Terzic;Fiorentina;01/01/2022;6;6.07;2;3.035;3;0;0;0;0;0;0;1;1;0;0;7;2;0;4375
D;Czyborra;Genoa;01/01/2022;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;4881
D;Calafiori;Genoa;01/01/2022;5.62;5.62;2;2.81;2.81;0;0;0;0;0;0;1;3;0;0;4;2;0;4945
D;Frabotta;Verona;01/01/2022;6;6;2;3;3;0;0;0;0;0;0;0;0;0;0;1;2;0;4946
D;Ismajli;Empoli;01/01/2022;5.5;5.06;6;0.843333333;0.916666667;0;0;0;0;0;0;0;7;0;2;17;2;4;5010
D;Binks;Bologna;01/01/2022;5.91;5.77;1;5.77;5.91;0;0;0;0;0;0;0;3;0;0;11;2;-1;5445
D;Kamenovic;Lazio;01/01/2022;5.5;5.5;1;5.5;5.5;0;0;0;0;0;0;0;0;0;0;1;2;-1;5461
D;Strandberg;Salernitana;01/01/2022;5.68;5.41;3;1.803333333;1.893333333;0;0;0;0;0;0;0;0;1;1;11;2;1;5466
D;Modolo;Venezia;01/01/2022;6;5.8;4;1.45;1.5;0;0;0;0;0;0;0;2;0;0;5;2;2;5482
D;Kechrida;Salernitana;01/01/2022;5.86;5.93;1;5.93;5.86;0;0;0;0;0;0;1;0;0;0;14;2;-1;5503
D;Ruan;Sassuolo;01/01/2022;5.5;5.4;3;1.8;1.833333333;0;0;0;0;0;0;0;1;0;0;5;2;1;5747
D;Coppola D.;Verona;01/01/2022;5.83;5.83;1;5.83;5.83;0;0;0;0;0;0;0;0;0;0;3;2;-1;5764
D;Kasius;Bologna;01/01/2022;5.9;5.9;1;5.9;5.9;0;0;0;0;0;0;0;0;0;0;5;2;-1;5793
D;Mbaye;Bologna;01/01/2022;5.5;5.5;4;1.375;1.375;0;0;0;0;0;0;0;0;0;0;2;1;3;50
D;Ghiglione;Genoa;01/01/2022;5.64;5.59;4;1.3975;1.41;0;0;0;0;0;0;1;3;0;0;11;1;3;244
D;Peluso;Sassuolo;01/01/2022;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;521
D;Molinaro;Venezia;01/01/2022;5.86;6;2;3;2.93;0;0;0;0;0;0;1;0;0;0;7;1;1;551
D;Veseli;Salernitana;01/01/2022;5.31;5.12;4;1.28;1.3275;0;0;0;0;0;0;0;1;1;0;8;1;3;2064
D;Delli Carri;Salernitana;01/01/2022;5.5;5.4;1;5.4;5.5;0;0;0;0;0;0;0;1;0;0;5;1;0;2115
D;Jaroszynski;Salernitana;01/01/2022;5.33;5.22;5;1.044;1.066;0;0;0;0;0;0;0;2;0;0;9;1;4;2208
D;Kolarov;Inter;01/01/2022;6;6;3;2;2;0;0;0;0;0;0;0;0;0;0;1;1;2;2214
D;Marchizza;Empoli;01/01/2022;5.63;5.47;5;1.094;1.126;0;0;0;0;0;0;1;4;0;1;19;1;4;2252
D;Romagna;Sassuolo;01/01/2022;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2279
D;Stryger Larsen;Udinese;01/01/2022;5.65;5.55;7;0.792857143;0.807142857;0;0;0;0;0;0;1;0;0;1;10;1;6;2315
D;Malcuit;Napoli;01/01/2022;5.5;5.38;3;1.793333333;1.833333333;0;0;0;0;0;0;1;3;0;0;4;1;2;2860
D;Gabbia;Milan;01/01/2022;5.57;5.36;1;5.36;5.57;0;0;0;0;0;0;0;3;0;0;7;1;0;4401
D;Dawidowicz;Verona;01/01/2022;5.77;5.67;6;0.945;0.961666667;0;0;0;0;0;0;0;3;0;0;15;1;5;4493
D;Benkovic;Udinese;01/01/2022;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;4758
D;Ballarini;Udinese;01/01/2022;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4932
D;Ballo-Toure';Milan;01/01/2022;5.64;5.5;5;1.1;1.128;0;0;0;0;0;0;0;2;0;0;7;1;4;5017
D;Obert;Cagliari;01/01/2022;5.88;5.88;1;5.88;5.88;0;0;0;0;0;0;0;0;0;0;4;1;0;5701
D;De Winter;Juventus;01/01/2022;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5739
D;Ullmann;Venezia;01/01/2022;5.5;5.5;3;1.833333333;1.833333333;0;0;0;0;0;0;0;0;0;0;4;1;2;5773
D;Bertola;Spezia;01/01/2022;6.5;6.5;1;6.5;6.5;0;0;0;0;0;0;0;0;0;0;1;1;0;5820
C;Milinkovic-Savic;Lazio;01/01/2022;6.51;7.59;24;0.31625;0.27125;11;0;0;0;0;0;10;4;1;0;37;30;-6;645
C;Pasalic;Atalanta;01/01/2022;6.24;7.56;18;0.42;0.346666667;13;0;0;0;0;0;6;3;0;0;33;28;-10;2077
C;Barak;Verona;01/01/2022;6.31;7.48;17;0.44;0.371176471;11;0;0;4;4;0;3;4;0;0;29;26;-9;2172
C;Perisic;Inter;01/01/2022;6.4;7.2;13;0.553846154;0.492307692;8;0;0;1;1;0;6;4;0;0;35;25;-12;704
C;Calhanoglu;Inter;01/01/2022;6.36;7.2;19;0.378947368;0.334736842;7;0;0;3;3;0;12;11;0;0;33;25;-6;2194
C;Ruiz;Napoli;01/01/2022;6.42;7.19;17;0.422941176;0.377647059;7;0;0;0;0;0;4;2;0;0;31;24;-7;2775
C;Pellegrini Lo.;Roma;01/01/2022;6.28;7.13;22;0.324090909;0.285454545;9;0;0;3;2;1;3;6;1;0;27;23;-1;530
C;Zaccagni;Lazio;01/01/2022;6.3;6.93;18;0.385;0.35;6;0;0;1;1;0;4;6;0;0;30;23;-5;632
C;Barella;Inter;01/01/2022;6.49;6.92;18;0.384444444;0.360555556;3;0;0;0;0;0;11;9;0;0;36;23;-5;1870
C;Bajrami;Empoli;01/01/2022;6.25;6.88;10;0.688;0.625;6;0;0;3;3;0;5;3;0;0;34;22;-12;5451
C;Candreva;Sampdoria;01/01/2022;6.18;6.85;18;0.380555556;0.343333333;7;0;0;2;1;1;10;6;1;0;36;21;-3;332
C;Felipe Anderson;Lazio;01/01/2022;6.14;6.8;16;0.425;0.38375;6;0;0;0;0;0;8;2;0;0;38;21;-5;335
C;Verdi;Salernitana;01/01/2022;6.24;7.21;11;0.655454545;0.567272727;6;0;0;1;1;0;0;3;0;0;17;21;-10;376
C;Zielinski;Napoli;01/01/2022;6.12;6.78;24;0.2825;0.255;6;0;0;0;0;0;5;1;0;0;34;20;4;152
C;Aramu;Venezia;01/01/2022;6.14;6.77;10;0.677;0.614;7;0;0;4;3;1;5;6;0;0;32;20;-10;1980
C;Traore' Hj.;Sassuolo;01/01/2022;6.2;6.93;14;0.495;0.442857143;7;0;0;0;0;0;1;3;0;0;28;20;-6;2857
C;Luis Alberto;Lazio;01/01/2022;6.15;6.81;25;0.2724;0.246;5;0;0;0;0;0;10;5;0;0;34;19;6;2085
C;Mkhitaryan;Roma;01/01/2022;6.21;6.82;30;0.227333333;0.207;5;0;0;0;0;0;6;2;1;0;31;19;11;2529
C;Malinovskyi;Atalanta;01/01/2022;6.26;6.88;26;0.264615385;0.240769231;6;0;0;0;0;0;5;10;0;0;29;19;7;4427
C;Tonali;Milan;01/01/2022;6.37;6.74;5;1.348;1.274;5;0;0;0;0;0;2;9;0;0;34;19;-14;4449
C;Saponara;Fiorentina;01/01/2022;6.31;6.79;8;0.84875;0.78875;3;0;0;0;0;0;3;1;0;0;24;18;-10;150
C;Tameze;Verona;01/01/2022;6.25;6.58;7;0.94;0.892857143;4;0;0;0;0;0;2;4;0;0;36;18;-11;4890
