Ruolo;Nome;Squadra;Anno;Media voto;Media FantaVoto;Quota iniziale;FantaVoto/Quota iniziale;Voto/Quota iniziale;Gol fatti;Gol subiti;Rigori parati;Rigori calciati;Rigori segnati;Rigori sbagliati;Assist;Ammonizioni;Espulsioni;Autogol;Partite a voto;Quota attuale;Differenza tra quote;Id
D;Soumaoro;Bologna;01/01/2021;5.95;6;5;1.2;1.19;1;0;0;0;0;0;0;4;0;0;20;7;-2;4891
C;Saelemaekers;Milan;01/01/2021;5.95;6.16;6;1.026666667;0.991666667;2;0;0;0;0;0;4;5;1;0;32;11;-5;4892
A;Haraslin;Sassuolo;01/01/2021;5.77;5.64;6;0.94;0.961666667;0;0;0;0;0;0;0;1;1;0;14;2;4;4894
D;Yoshida;Sampdoria;01/01/2021;6.07;6.17;7;0.881428571;0.867142857;1;0;0;0;0;0;2;5;0;0;32;11;-4;4895
C;Maldini;Milan;01/01/2021;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;4896
D;Singo;Torino;01/01/2021;5.93;6.04;2;3.02;2.965;1;0;0;0;0;0;2;2;1;0;28;8;-6;4899
D;Prodl;Udinese;01/01/2021;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4917
C;Baldursson;Bologna;01/01/2021;5.6;5.4;1;5.4;5.6;0;0;0;0;0;0;0;2;0;0;8;1;0;4919
C;Askildsen;Sampdoria;01/01/2021;6;5.83;2;2.915;3;0;0;0;0;0;0;0;2;0;0;6;2;0;4921
D;Carboni;Cagliari;01/01/2021;5.68;5.68;1;5.68;5.68;0;0;0;0;0;0;1;2;0;0;15;4;-3;4925
P;Ciocci;Cagliari;01/01/2021;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4929
D;Lovato;Verona;01/01/2021;5.96;5.85;1;5.85;5.96;0;0;0;0;0;0;0;5;0;0;24;3;-2;4934
A;Moro;Lazio;01/01/2021;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;4938
D;Calafiori;Roma;01/01/2021;5.75;5.25;1;5.25;5.75;0;0;0;0;0;0;0;2;0;0;3;1;0;4945
D;Frabotta;Juventus;01/01/2021;5.75;5.7;1;5.7;5.75;0;0;0;0;0;0;1;5;0;0;15;1;0;4946
C;Palumbo;Udinese;01/01/2021;5;5;1;5;5;0;0;0;0;0;0;0;0;0;0;3;1;0;4953
P;Gori P.;Benevento;01/01/2021;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4955
P;Manfredini;Benevento;01/01/2021;5;4;1;4;5;0;1;0;0;0;0;0;0;0;0;1;1;0;4956
P;Montipo';Benevento;01/01/2021;6;3.99;7;0.57;0.857142857;0;74;1;0;0;0;0;3;0;1;37;4;3;4957
D;Caldirola;Benevento;01/01/2021;5.8;5.95;6;0.991666667;0.966666667;2;0;0;0;0;0;0;3;1;0;25;6;0;4958
D;Foulon;Benevento;01/01/2021;5.66;5.45;1;5.45;5.66;0;0;0;0;0;0;0;4;0;1;23;2;-1;4959
D;Tuia;Benevento;01/01/2021;5.67;5.67;3;1.89;1.89;1;0;0;0;0;0;0;6;0;0;27;3;0;4960
A;Improta;Benevento;01/01/2021;5.75;5.68;3;1.893333333;1.916666667;1;0;0;0;0;0;0;7;0;1;34;4;-1;4962
A;Insigne R.;Benevento;01/01/2021;5.8;6.12;6;1.02;0.966666667;2;0;0;0;0;0;4;2;0;0;30;11;-5;4963
P;Vicario;Cagliari;01/01/2021;6.5;5;1;5;6.5;0;6;0;0;0;0;0;0;0;0;4;5;-4;4964
C;Marin;Cagliari;01/01/2021;5.96;6.26;7;0.894285714;0.851428571;3;0;0;0;0;0;5;6;0;0;37;12;-5;4965
D;Golemic;Crotone;01/01/2021;5.41;5.52;5;1.104;1.082;1;0;0;1;1;0;0;4;1;0;30;4;1;4967
A;Messias;Crotone;01/01/2021;6.26;7.01;8;0.87625;0.7825;9;0;0;0;0;0;3;6;0;0;36;21;-13;4970
C;Mckennie;Juventus;01/01/2021;6.14;6.58;6;1.096666667;1.023333333;5;0;0;0;0;0;2;5;0;0;34;18;-12;4973
C;Escalante;Lazio;01/01/2021;5.87;5.74;5;1.148;1.174;0;0;0;0;0;0;0;5;0;0;24;3;2;4975
D;Kalulu;Milan;01/01/2021;5.85;6.1;1;6.1;5.85;1;0;0;0;0;0;0;1;0;0;13;3;-2;4976
P;Ravaglia;Sampdoria;01/01/2021;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4977
C;Damsgaard;Sampdoria;01/01/2021;6.07;6.35;6;1.058333333;1.011666667;2;0;0;0;0;0;4;3;0;0;35;12;-6;4978
D;Ayhan;Sassuolo;01/01/2021;5.81;5.73;7;0.818571429;0.83;0;0;0;0;0;0;0;2;0;0;19;2;5;4979
P;Krapikas;Spezia;01/01/2021;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4981
D;Erlic;Spezia;01/01/2021;5.89;6.2;6;1.033333333;0.981666667;3;0;0;0;0;0;1;6;0;0;27;7;-1;4982
D;Ferrer;Spezia;01/01/2021;5.88;5.81;5;1.162;1.176;0;0;0;0;0;0;1;4;0;0;18;3;2;4983
D;Ramos;Spezia;01/01/2021;5.75;5.62;3;1.873333333;1.916666667;0;0;0;0;0;0;0;1;0;0;6;2;1;4984
D;Vignali;Spezia;01/01/2021;5.62;5.48;3;1.826666667;1.873333333;0;0;0;0;0;0;0;4;1;0;21;3;0;4985
C;Acampora;Spezia;01/01/2021;5.78;5.67;1;5.67;5.78;0;0;0;0;0;0;0;2;0;0;14;1;0;4986
C;Maggiore;Spezia;01/01/2021;6.08;6.34;5;1.268;1.216;3;0;0;0;0;0;1;3;0;0;33;14;-9;4988
C;Ricci M.;Spezia;01/01/2021;5.96;5.91;6;0.985;0.993333333;0;0;0;0;0;0;1;5;0;0;29;8;-2;4990
A;Gyasi;Spezia;01/01/2021;5.93;6.38;9;0.708888889;0.658888889;4;0;0;0;0;0;6;4;0;0;37;13;-4;4992
D;Vojvoda;Torino;01/01/2021;5.71;6.03;8;0.75375;0.71375;2;0;0;0;0;0;2;4;0;0;24;7;1;4994
P;Pandur;Verona;01/01/2021;6.12;4.62;1;4.62;6.12;0;6;0;0;0;0;0;0;0;0;4;4;-3;4996
D;Ruegg;Verona;01/01/2021;5.92;5.92;4;1.48;1.48;0;0;0;0;0;0;0;0;0;0;7;1;3;4997
D;Molina N.;Udinese;01/01/2021;5.88;6.3;4;1.575;1.47;2;0;0;0;0;0;5;1;0;0;29;12;-8;4998
D;Ouwejan;Udinese;01/01/2021;6;6.2;5;1.24;1.2;0;0;0;0;0;0;2;0;0;0;15;4;1;4999
D;Magallan;Crotone;01/01/2021;5.54;5.5;5;1.1;1.108;1;0;0;0;0;0;1;10;0;0;28;4;1;5000
C;Miranchuk;Atalanta;01/01/2021;6.16;6.97;17;0.41;0.362352941;4;0;0;0;0;0;1;0;0;0;25;15;2;5001
C;Vulic;Crotone;01/01/2021;5.87;6;6;1;0.978333333;1;0;0;0;0;0;1;2;0;0;25;5;1;5002
A;Forestieri;Udinese;01/01/2021;5.79;6;4;1.5;1.4475;1;0;0;0;0;0;1;1;0;0;19;8;-4;5004
P;Zoet;Spezia;01/01/2021;6.07;4.29;6;0.715;1.011666667;0;12;0;0;0;0;0;1;0;0;7;2;4;5005
C;Ilic;Verona;01/01/2021;5.98;6.16;4;1.54;1.495;2;0;0;0;0;0;0;2;0;0;29;10;-6;5007
C;Eduardo Henrique;Crotone;01/01/2021;5.62;5.68;5;1.136;1.124;1;0;0;0;0;0;0;4;0;0;18;2;3;5008
A;Riviere;Crotone;01/01/2021;5.71;5.93;9;0.658888889;0.634444444;1;0;0;0;0;0;1;2;0;0;21;4;5;5009
D;Ismajli;Spezia;01/01/2021;5.94;6.09;3;2.03;1.98;1;0;0;0;0;0;1;1;1;0;17;6;-3;5010
A;Dragus;Crotone;01/01/2021;5.3;5.3;3;1.766666667;1.766666667;0;0;0;0;0;0;0;1;0;0;9;1;2;5011
A;Muriqi;Lazio;01/01/2021;5.58;5.7;12;0.475;0.465;1;0;0;0;0;0;0;1;0;0;27;5;7;5012
A;Ake' M.;Juventus;01/01/2021;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5060
A;Zirkzee;Parma;01/01/2021;5.33;5.33;6;0.888333333;0.888333333;0;0;0;0;0;0;0;0;0;0;4;3;3;5086
A;Mayoral;Roma;01/01/2021;5.96;7.37;9;0.818888889;0.662222222;10;0;0;0;0;0;3;1;0;0;31;26;-17;5233
C;Akpa Akpro;Lazio;01/01/2021;5.86;5.72;1;5.72;5.86;0;0;0;0;0;0;1;9;0;0;32;5;-4;5286
C;Arslan;Udinese;01/01/2021;5.93;6.09;3;2.03;1.976666667;3;0;0;0;0;0;0;9;0;0;30;8;-5;5287
P;Crespi;Crotone;01/01/2021;6.5;6.5;1;6.5;6.5;0;0;0;0;0;0;0;0;0;0;1;3;-2;5289
C;Estevez;Spezia;01/01/2021;5.89;5.87;3;1.956666667;1.963333333;0;0;0;0;0;0;3;7;0;0;27;6;-3;5290
A;Lammers;Atalanta;01/01/2021;6;6.75;11;0.613636364;0.545454545;2;0;0;0;0;0;0;0;0;0;15;7;4;5292
A;Luvumbo;Cagliari;01/01/2021;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5297
C;Pobega;Spezia;01/01/2021;6.05;6.8;1;6.8;6.05;6;0;0;0;0;0;0;6;0;0;20;13;-12;5298
D;Hickey;Bologna;01/01/2021;5.82;5.59;2;2.795;2.91;0;0;0;0;0;0;0;3;1;0;11;1;1;5300
P;Boer;Roma;01/01/2021;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5304
P;Alia;Lazio;01/01/2021;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5306
D;Valenti;Parma;01/01/2021;5.67;5.67;5;1.134;1.134;0;0;0;0;0;0;0;0;0;0;11;3;2;5307
A;Hauge;Milan;01/01/2021;5.88;6.38;6;1.063333333;0.98;2;0;0;0;0;0;0;0;0;0;18;5;1;5310
A;Shomurodov;Genoa;01/01/2021;6.1;6.92;9;0.768888889;0.677777778;8;0;0;0;0;0;1;1;0;0;31;20;-11;5311
C;Leo' Sena;Spezia;01/01/2021;6.03;6.03;2;3.015;3.015;0;0;0;0;0;0;0;0;0;0;16;6;-4;5312
D;Amione;Verona;01/01/2021;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5316
C;Brunetta;Parma;01/01/2021;5.91;6.23;4;1.5575;1.4775;1;0;0;0;0;0;2;3;0;0;12;5;-1;5317
C;Tramoni M.;Cagliari;01/01/2021;5.75;5.75;1;5.75;5.75;0;0;0;0;0;0;0;1;0;0;6;2;-1;5318
C;Sohm;Parma;01/01/2021;5.65;5.79;2;2.895;2.825;1;0;0;0;0;0;0;1;0;0;18;3;-1;5319
P;Paleari;Genoa;01/01/2021;6;5;1;5;6;0;3;0;0;0;0;0;0;0;0;3;2;-1;5320
A;Mihaila;Parma;01/01/2021;6.1;6.7;3;2.233333333;2.033333333;3;0;0;0;0;0;1;2;0;0;16;12;-9;5322
D;Martinez Quarta;Fiorentina;01/01/2021;5.89;5.89;5;1.178;1.178;1;0;0;0;0;0;0;4;1;0;21;5;0;5323
D;Busi;Parma;01/01/2021;5.42;5.39;4;1.3475;1.355;0;0;0;0;0;0;1;3;0;0;24;3;1;5326
D;Osorio;Parma;01/01/2021;5.73;5.68;5;1.136;1.146;0;0;0;0;0;0;0;2;0;0;23;2;3;5327
C;Gojak;Torino;01/01/2021;5.68;6;8;0.75;0.71;1;0;0;0;0;0;1;1;0;0;15;4;4;5328
C;Makengo;Udinese;01/01/2021;5.81;5.77;4;1.4425;1.4525;0;0;0;0;0;0;0;1;0;0;17;3;1;5329
D;Bastoni S.;Spezia;01/01/2021;5.95;6.21;1;6.21;5.95;1;0;0;0;0;0;6;7;0;0;22;9;-8;5332
P;Gasparini;Udinese;01/01/2021;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;5333
A;Nzola;Spezia;01/01/2021;6.14;7.48;5;1.496;1.228;7;0;0;4;4;0;3;5;0;0;25;24;-19;5336
P;Rinaldi;Parma;01/01/2021;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5338
C;Eyango;Genoa;01/01/2021;6;7;1;7;6;0;0;0;0;0;0;1;0;0;0;3;1;0;5341
P;Farelli;Roma;01/01/2021;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5345
C;Rojas;Crotone;01/01/2021;5.5;5.5;1;5.5;5.5;0;0;0;0;0;0;0;1;0;0;7;2;-1;5346
A;Di Serio;Benevento;01/01/2021;5.75;5.75;1;5.75;5.75;0;0;0;0;0;0;0;1;0;0;16;2;-1;5352
D;Balogh;Parma;01/01/2021;5.67;5.5;1;5.5;5.67;0;0;0;0;0;0;0;1;0;0;3;2;-1;5353
D;Ruggeri;Atalanta;01/01/2021;5.5;5.5;1;5.5;5.5;0;0;0;0;0;0;0;0;0;0;6;1;0;5354
D;Udogie;Verona;01/01/2021;6;5.9;1;5.9;6;0;0;0;0;0;0;0;1;0;0;6;2;-1;5355
A;Rabbi;Bologna;01/01/2021;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;5361
D;Dragusin;Juventus;01/01/2021;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;5365
D;Maehle;Atalanta;01/01/2021;5.97;6.08;4;1.52;1.4925;0;0;0;0;0;0;2;0;0;0;20;7;-3;5375
D;Pastina;Benevento;01/01/2021;5.83;6;1;6;5.83;0;0;0;0;0;0;1;1;0;0;3;2;-1;5376
A;Oddei;Sassuolo;01/01/2021;6.17;6.83;1;6.83;6.17;0;0;0;0;0;0;2;0;0;0;5;1;0;5378
D;Onguene';Genoa;01/01/2021;5;5;5;1;1;0;0;0;0;0;0;0;0;0;0;4;1;4;5379
D;Dierckx;Parma;01/01/2021;5.57;5.5;1;5.5;5.57;0;0;0;0;0;0;0;1;0;0;7;2;-1;5381
D;Zagaritis;Parma;01/01/2021;6;6;1;6;6;0;0;0;0;0;0;0;0;0;0;2;2;-1;5385
A;Kokorin;Fiorentina;01/01/2021;5.75;5.62;10;0.562;0.575;0;0;0;0;0;0;0;1;0;0;4;3;7;5391
A;Man;Parma;01/01/2021;6;6.59;9;0.732222222;0.666666667;2;0;0;0;0;0;1;1;0;0;14;9;0;5393
A;Gaich;Benevento;01/01/2021;5.68;6.11;9;0.678888889;0.631111111;2;0;0;0;0;0;0;1;0;0;15;11;-2;5394
A;Braaf;Udinese;01/01/2021;6;7;4;1.75;1.5;1;0;0;0;0;0;0;0;0;0;4;4;0;5395
C;Kovalenko;Atalanta;01/01/2021;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1;2;4;5397
D;Reynolds;Roma;01/01/2021;5.3;5.3;2;2.65;2.65;0;0;0;0;0;0;0;0;0;0;5;2;0;5398
D;Antov;Bologna;01/01/2021;5.62;5.5;1;5.5;5.62;0;0;0;0;0;0;0;1;0;0;5;2;-1;5399
A;Pelle';Parma;01/01/2021;5.77;6.18;9;0.686666667;0.641111111;1;0;0;0;0;0;2;1;0;0;13;9;0;5401
D;Di Pardo;Juventus;01/01/2021;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;5406
D;Ghislandi;Atalanta;01/01/2021;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;5408
A;Karamoko Is.;Sassuolo;01/01/2021;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;5414
A;Traore' C.;Parma;01/01/2021;5.5;5.5;1;5.5;5.5;0;0;0;0;0;0;0;0;0;0;3;2;-1;5415
A;Correia;Juventus;01/01/2021;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;5419
C;Darboe;Roma;01/01/2021;6;5.75;1;5.75;6;0;0;0;0;0;0;0;2;0;0;5;3;-2;5420
C;Camara D.;Parma;01/01/2021;6;6;1;6;6;0;0;0;0;0;0;0;0;0;0;1;1;0;5421
C;Zalewski;Roma;01/01/2021;6;7;1;7;6;0;0;0;0;0;0;1;0;0;0;1;2;-1;5422
C;Bove;Roma;01/01/2021;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;5423
D;Amey;Bologna;01/01/2021;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;5424
C;Urbanski;Bologna;01/01/2021;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;5425
A;Raimondo;Bologna;01/01/2021;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;5436
C;Kosznovszky;Parma;01/01/2021;5.5;5.5;1;5.5;5.5;0;0;0;0;0;0;0;0;0;0;1;1;0;5438
A;Kallon;Genoa;01/01/2021;6.5;6.5;1;6.5;6.5;0;0;0;0;0;0;0;0;0;0;1;2;-1;5439
C;Diambo;Benevento;01/01/2021;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;5443
P;Maignan;Milan;01/01/2022;6.27;5.62;15;0.374666667;0.418;0;21;0;0;0;0;1;1;0;0;32;18;-3;4312
P;Szczesny;Juventus;01/01/2022;6.12;5.48;17;0.322352941;0.36;0;29;3;0;0;0;0;2;0;0;33;16;1;453
P;Ospina;Napoli;01/01/2022;6.26;5.44;1;5.44;6.26;0;25;0;0;0;0;0;1;0;0;31;16;-15;2468
P;Handanovic;Inter;01/01/2022;6.16;5.34;17;0.314117647;0.362352941;0;30;0;0;0;0;0;1;0;0;37;15;2;250
P;Berisha;Torino;01/01/2022;6.1;5.55;1;5.55;6.1;0;8;1;0;0;0;0;1;0;0;10;14;-13;316
P;Rui Patricio;Roma;01/01/2022;6.17;5.09;14;0.363571429;0.440714286;0;43;1;0;0;0;0;2;0;0;38;14;0;4270
P;Skorupski;Bologna;01/01/2022;6.24;4.79;9;0.532222222;0.693333333;0;53;1;0;0;0;0;4;0;0;36;11;-2;133
P;Strakosha;Lazio;01/01/2022;6.04;4.74;1;4.74;6.04;0;29;0;0;0;0;0;2;0;0;23;11;-10;1934
P;Musso;Atalanta;01/01/2022;6.11;4.79;16;0.299375;0.381875;0;42;0;0;0;0;0;1;1;0;33;11;5;2792
P;Vicario;Empoli;01/01/2022;6.42;4.72;6;0.786666667;1.07;0;70;2;0;0;0;0;1;0;0;38;11;-5;4964
P;Consigli;Sassuolo;01/01/2022;6.27;4.62;12;0.385;0.5225;0;63;1;0;0;0;0;2;0;0;37;10;2;509
P;Audero;Sampdoria;01/01/2022;6.12;4.53;12;0.3775;0.51;0;48;1;0;0;0;0;2;0;0;29;10;2;761
P;Milinkovic-Savic V.;Torino;01/01/2022;6.02;4.85;9;0.538888889;0.668888889;0;33;1;0;0;0;0;3;0;0;27;10;-1;2170
P;Silvestri;Udinese;01/01/2022;6.17;4.73;10;0.473;0.617;0;50;0;0;0;0;0;1;0;0;35;10;0;2211
P;Terracciano;Fiorentina;01/01/2022;5.97;4.72;1;4.72;5.97;0;43;1;0;0;0;0;0;0;0;32;10;-9;2815
P;Montipo';Verona;01/01/2022;6.09;4.69;9;0.521111111;0.676666667;0;50;1;0;0;0;0;1;0;0;34;10;-1;4957
P;Cragno;Cagliari;01/01/2022;6.24;4.57;10;0.457;0.624;0;63;2;0;0;0;0;3;0;0;35;9;1;2178
P;Sirigu;Genoa;01/01/2022;6.2;4.64;8;0.58;0.775;0;59;1;0;0;0;0;0;0;1;37;9;-1;2179
P;Sepe;Salernitana;01/01/2022;6.22;4.66;4;1.165;1.555;0;24;0;0;0;0;0;2;0;0;16;8;-4;159
P;Provedel;Spezia;01/01/2022;6.26;4.48;1;4.48;6.26;0;52;0;0;0;0;0;2;0;1;31;8;-7;2814
P;Maenpaa;Venezia;01/01/2022;6.03;4.47;1;4.47;6.03;0;27;0;0;0;0;1;1;0;0;17;8;-7;5478
P;Reina;Lazio;01/01/2022;5.97;4;14;0.285714286;0.426428571;0;29;0;0;0;0;1;3;0;0;15;7;7;387
P;Meret;Napoli;01/01/2022;5.86;5;14;0.357142857;0.418571429;0;6;0;0;0;0;0;0;0;0;7;7;7;572
P;Falcone;Sampdoria;01/01/2022;6.45;4.95;1;4.95;6.45;0;14;0;0;0;0;0;2;0;0;10;7;-6;2134
P;Sportiello;Atalanta;01/01/2022;6.3;5.3;1;5.3;6.3;0;5;0;0;0;0;0;0;0;0;5;4;-3;4
P;Belec;Salernitana;01/01/2022;6.09;4.07;5;0.814;1.218;0;49;1;0;0;0;0;1;0;0;23;4;1;720
P;Bardi;Bologna;01/01/2022;6.25;5.25;1;5.25;6.25;0;2;0;0;0;0;0;0;0;0;2;4;-3;799
P;Padelli;Udinese;01/01/2022;6.17;3.5;1;3.5;6.17;0;8;0;0;0;0;0;0;0;0;3;3;-2;543
P;Dragowski;Fiorentina;01/01/2022;6.14;5.29;11;0.480909091;0.558181818;0;8;1;0;0;0;0;0;1;0;7;3;8;1917
P;Pinsoglio;Juventus;01/01/2022;6.5;5.5;1;5.5;6.5;0;1;0;0;0;0;0;0;0;0;1;3;-2;1930
P;Semper;Genoa;01/01/2022;6.5;5.5;1;5.5;6.5;0;1;0;0;0;0;0;0;0;0;1;3;-2;2861
P;Zovko;Spezia;01/01/2022;6;6;1;6;6;0;0;0;0;0;0;0;0;0;0;1;3;-2;5528
P;Radunovic;Cagliari;01/01/2022;6.33;5.67;1;5.67;6.33;0;5;1;0;0;0;0;0;0;0;3;2;-1;3
P;Perin;Juventus;01/01/2022;6.1;4.7;1;4.7;6.1;0;7;0;0;0;0;0;0;0;0;5;2;-1;218
P;Zoet;Spezia;01/01/2022;5.79;3.5;7;0.5;0.827142857;0;19;1;0;0;0;0;0;0;0;7;2;5;5005
P;Mirante;Milan;01/01/2022;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;41
P;Lezzerini;Venezia;01/01/2022;6.17;4.5;5;0.9;1.234;0;9;0;0;0;0;0;2;0;0;6;1;4;158
P;Tatarusanu;Milan;01/01/2022;6;4.83;1;4.83;6;0;10;1;0;0;0;0;0;0;0;6;1;0;160
P;Ujkani;Empoli;01/01/2022;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;220
P;Marchetti;Genoa;01/01/2022;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;318
P;Pegolo;Sassuolo;01/01/2022;6;3;1;3;6;0;3;0;0;0;0;0;0;0;0;1;1;0;510
P;Radu I.;Inter;01/01/2022;4;2;1;2;4;0;2;0;0;0;0;0;0;0;0;1;1;0;1843
P;Cordaz;Inter;01/01/2022;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1889
P;Aresti;Cagliari;01/01/2022;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1946
P;Fiorillo;Salernitana;01/01/2022;6;1;1;1;6;0;5;0;0;0;0;0;0;0;0;1;1;0;1947
P;Satalino;Sassuolo;01/01/2022;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2127
P;Santurro;Udinese;01/01/2022;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2249
P;Rossi F.;Atalanta;01/01/2022;6;5;1;5;6;0;1;0;0;0;0;0;0;0;0;1;1;0;2297
P;Romero S.;Venezia;01/01/2022;6;3.88;5;0.776;1.2;0;33;0;0;0;0;0;2;0;0;16;1;4;2628
P;Fuzato;Roma;01/01/2022;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2781
P;Rosati;Fiorentina;01/01/2022;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2790
P;Berardi A.;Verona;01/01/2022;6.5;3.5;1;3.5;6.5;0;3;0;0;0;0;0;0;0;0;1;1;0;4491
P;Gemello;Torino;01/01/2022;6.5;6.5;1;6.5;6.5;0;0;0;0;0;0;0;0;0;0;1;1;0;4525
P;Ravaglia;Sampdoria;01/01/2022;6;5;1;5;6;0;1;0;0;0;0;0;0;0;0;1;1;0;4977
P;Pandur;Verona;01/01/2022;6.17;4.17;1;4.17;6.17;0;6;0;0;0;0;0;0;0;0;3;1;0;4996
P;Boer;Roma;01/01/2022;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5304
P;Gasparini;Udinese;01/01/2022;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5333
P;Furlan;Empoli;01/01/2022;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5448
P;Adamonis;Lazio;01/01/2022;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5502
P;Marfella;Napoli;01/01/2022;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5518
P;Bertinato;Venezia;01/01/2022;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5521
P;Molla;Bologna;01/01/2022;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5682
P;Russo;Salernitana;01/01/2022;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5704
P;Piana;Udinese;01/01/2022;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5707
P;Neri;Venezia;01/01/2022;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5713
D;Hernandez T.;Milan;01/01/2022;6.3;6.69;21;0.318571429;0.3;5;0;0;2;1;1;5;5;2;0;32;19;2;4292
D;Cuadrado;Juventus;01/01/2022;6.3;6.62;18;0.367777778;0.35;4;0;0;0;0;0;3;9;0;0;32;18;0;697
D;Bremer;Torino;01/01/2022;6.39;6.59;12;0.549166667;0.5325;3;0;0;0;0;0;1;7;0;0;33;18;-6;2788
D;Dumfries;Inter;01/01/2022;6.22;6.77;12;0.564166667;0.518333333;5;0;0;0;0;0;4;3;0;0;32;18;-6;5513
D;Koulibaly;Napoli;01/01/2022;6.48;6.72;12;0.56;0.54;3;0;0;0;0;0;1;5;1;0;27;17;-5;392
D;Rrahmani;Napoli;01/01/2022;6.27;6.56;5;1.312;1.254;4;0;0;0;0;0;0;5;0;0;33;17;-12;4409
D;Faraoni;Verona;01/01/2022;6.08;6.48;14;0.462857143;0.434285714;4;0;0;0;0;0;5;6;1;0;32;16;-2;581
D;Skriniar;Inter;01/01/2022;6.21;6.43;15;0.428666667;0.414;3;0;0;0;0;0;0;3;0;0;35;16;-1;798
D;Molina N.;Udinese;01/01/2022;6.04;6.6;12;0.55;0.503333333;7;0;0;0;0;0;2;5;1;0;35;16;-4;4998
D;Bonucci;Juventus;01/01/2022;6.15;6.78;12;0.565;0.5125;5;0;0;3;3;0;0;1;0;0;23;15;-3;286
D;Calabria;Milan;01/01/2022;6.15;6.42;11;0.583636364;0.559090909;2;0;0;0;0;0;2;2;0;0;26;15;-4;357
D;Singo;Torino;01/01/2022;6.17;6.44;6;1.073333333;1.028333333;3;0;0;0;0;0;4;5;1;0;35;15;-9;4899
D;Di Lorenzo;Napoli;01/01/2022;6.2;6.36;11;0.578181818;0.563636364;1;0;0;0;0;0;4;3;0;0;33;14;-3;2816
D;Smalling;Roma;01/01/2022;6.18;6.46;10;0.646;0.618;3;0;0;0;0;0;0;0;0;1;25;14;-4;4245
D;De Ligt;Juventus;01/01/2022;6.19;6.45;12;0.5375;0.515833333;3;0;0;0;0;0;1;2;1;0;31;14;-2;4428
D;Kalulu;Milan;01/01/2022;6.33;6.46;2;3.23;3.165;1;0;0;0;0;0;2;4;0;0;24;14;-12;4976
D;Udogie;Udinese;01/01/2022;6;6.47;4;1.6175;1.5;5;0;0;0;0;0;3;4;0;0;34;14;-10;5355
